Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-19,124.56,126.63,121.74,125.2,6955005,0.0,0.0
2015-03-20,121.61,124.03,119.64,123.16,3507787,0.0,0.0
2015-03-23,124.05,123.8,121.34,122.46,3571368,0.0,0.0
2015-03-24,123.68,129.05,117.35,123.33,2287010,0.0,0.0
2015-03-25,125.13,128.15,120.78,125.8,1783154,0.0,0.0
2015-03-26,126.13,128.13,119.39,124.66,2576108,0.0,0.0
2015-03-27,122.85,128.43,122.88,124.25,8866645,0.0,0.0
2015-03-30,119.14,123.08,119.97,121.57,8836021,0.0,0.0
2015-03-31,119.91,123.42,115.0,118.72,2368437,0.0,0.0
2015-04-01,118.75,123.47,118.59,120.71,5375174,0.0,0.0
2015-04-02,123.01,129.75,123.79,124.04,2867868,0.0,0.0
2015-04-03,123.77,125.4,118.3,123.93,5196694,0.0,0.0
2015-04-06,126.41,131.29,125.5,126.48,4869866,0.0,0.0
2015-04-07,128.83,131.26,121.08,127.45,4580791,0.0,0.0
2015-04-08,123.51,131.08,124.8,125.87,2840035,0.0,0.0
2015-04-09,127.43,129.0,123.61,126.85,9195451,0.0,0.0
2015-04-10,128.46,134.15,127.53,130.81,1314203,0.0,0.0
2015-04-13,132.56,134.39,127.92,130.78,2446116,0.0,0.0
2015-04-14,133.52,135.11,131.91,134.94,1446529,0.0,0.0
2015-04-15,128.49,132.57,127.22,127.94,3529447,0.0,0.0
2015-04-16,131.67,131.23,127.63,130.1,4528842,0.0,0.0
2015-04-17,131.82,135.29,129.58,130.4,3132399,0.0,0.0
2015-04-20,131.91,134.07,126.01,129.68,4485902,0.0,0.0
2015-04-21,131.68,130.41,129.86,129.98,5722620,0.0,0.0
2015-04-22,124.11,129.72,123.42,124.88,1270934,0.0,0.0
2015-04-23,126.55,130.38,120.24,124.4,3389467,0.0,0.0
2015-04-24,124.43,129.18,121.09,125.35,8632983,0.0,0.0
2015-04-27,130.35,135.23,123.4,129.11,3497182,0.0,0.0
2015-04-28,125.34,129.64,121.68,127.84,7444449,0.0,0.0
2015-04-29,128.3,130.28,121.92,125.84,3806914,0.0,0.0
2015-04-30,124.35,126.76,124.15,124.64,3349436,0.0,0.0
2015-05-01,129.19,129.16,121.68,126.98,2671597,0.0,0.0
2015-05-04,125.64,130.26,121.94,127.88,1831244,0.0,0.0
2015-05-05,124.82,127.62,122.82,126.59,9712687,0.0,0.0
2015-05-06,126.66,130.81,124.74,127.95,5238642,0.0,0.0
2015-05-07,129.57,132.51,123.45,128.26,6201020,0.0,0.0
2015-05-08,132.16,136.73,125.47,130.81,1500449,0.0,0.0
2015-05-11,129.89,129.09,127.67,129.04,4700777,0.0,0.0
2015-05-12,130.29,130.84,122.59,128.26,9182577,0.0,0.0
2015-05-13,126.16,129.32,122.92,127.32,2715488,0.0,0.0
2015-05-14,123.31,124.8,121.54,123.66,8478542,0.0,0.0
2015-05-15,124.61,125.2,119.88,124.45,3591508,0.0,0.0
2015-05-18,125.64,128.25,123.29,125.16,4904595,0.0,0.0
2015-05-19,125.47,126.27,124.51,125.24,9121717,0.0,0.0
2015-05-20,125.5,126.86,120.14,124.71,9383994,0.0,0.0
2015-05-21,122.01,126.22,117.81,121.24,9085478,0.0,0.0
2015-05-22,117.93,122.69,118.32,120.29,8438959,0.0,0.0
2015-05-25,119.89,124.31,118.9,119.52,5175835,0.0,0.0
2015-05-26,116.32,118.36,111.89,117.66,1605107,0.0,0.0
2015-05-27,115.15,120.83,113.01,117.34,6928458,0.0,0.0
2015-05-28,116.8,121.5,117.74,118.35,6111768,0.0,0.0
2015-05-29,124.44,124.69,117.11,122.87,9852104,0.0,0.0
2015-06-01,123.02,124.97,117.38,123.36,4127669,0.0,0.0
2015-06-02,125.01,124.37,123.73,124.06,5121360,0.0,0.0
2015-06-03,122.71,125.34,120.13,123.94,6198685,0.0,0.0
2015-06-04,120.77,121.39,114.33,119.24,5296153,0.0,0.0
2015-06-05,120.7,121.33,117.08,119.24,3953615,0.0,0.0
2015-06-08,119.28,120.69,118.94,119.44,5339188,0.0,0.0
2015-06-09,124.79,130.66,124.0,125.39,8275651,0.0,0.0
2015-06-10,124.76,130.11,122.56,124.97,3729573,0.0,0.0
2015-06-11,127.97,131.65,125.04,125.78,7154798,0.0,0.0
2015-06-12,125.64,129.1,125.55,125.76,4669732,0.0,0.0
2015-06-15,125.2,123.87,118.85,122.88,6059699,0.0,0.0
2015-06-16,125.34,130.25,125.32,125.75,2047226,0.0,0.0
2015-06-17,128.53,131.62,121.71,127.71,1691227,0.0,0.0
2015-06-18,129.29,132.09,126.22,129.79,8502796,0.0,0.0
2015-06-19,126.85,132.69,123.6,127.5,3298027,0.0,0.0
2015-06-22,130.68,131.83,128.81,131.14,7082406,0.0,0.0
2015-06-23,126.99,131.72,127.08,127.53,2636009,0.0,0.0
2015-06-24,126.72,130.1,123.75,129.09,4772645,0.0,0.0
2015-06-25,135.11,135.94,128.88,134.81,3082425,0.0,0.0
2015-06-26,134.62,135.52,127.37,132.2,2984014,0.0,0.0
2015-06-29,132.95,136.57,124.66,130.77,6718729,0.0,0.0
2015-06-30,132.42,135.23,128.45,131.1,5781646,0.0,0.0
2015-07-01,131.04,134.24,127.06,129.84,8420243,0.0,0.0
2015-07-02,126.08,126.8,120.64,125.88,8601993,0.0,0.0
2015-07-03,128.21,128.84,123.73,126.12,3260523,0.0,0.0
2015-07-06,123.57,128.71,120.51,123.5,3776214,0.0,0.0
2015-07-07,122.43,128.31,122.7,124.73,3447987,0.0,0.0
2015-07-08,124.78,122.54,116.51,122.5,4556397,0.0,0.0
2015-07-09,127.22,130.96,124.17,126.36,8248870,0.0,0.0
2015-07-10,125.85,130.33,121.95,124.44,3393356,0.0,0.0
2015-07-13,124.22,129.83,123.54,123.7,6935553,0.0,0.0
2015-07-14,127.98,130.1,125.02,125.78,2630649,0.0,0.0
2015-07-15,121.8,126.57,121.38,122.74,5918126,0.0,0.0
2015-07-16,121.74,125.94,122.38,123.36,4763303,0.0,0.0
2015-07-17,124.54,131.45,120.96,126.65,4537935,0.0,0.0
2015-07-20,123.44,123.26,122.54,122.64,6422044,0.0,0.0
2015-07-21,120.81,124.16,121.72,123.16,8514524,0.0,0.0
2015-07-22,122.53,129.89,123.02,123.86,8815685,0.0,0.0
2015-07-23,123.59,131.69,123.22,125.86,1354526,0.0,0.0
2015-07-24,120.49,126.33,120.39,122.81,6249271,0.0,0.0
2015-07-27,118.7,119.69,114.91,119.62,1362322,0.0,0.0
2015-07-28,123.22,124.49,118.53,120.93,5897787,0.0,0.0
2015-07-29,120.6,123.39,117.39,121.71,9138189,0.0,0.0
2015-07-30,120.18,124.68,119.02,122.38,4835091,0.0,0.0
2015-07-31,121.93,128.42,118.32,123.29,3034711,0.0,0.0
2015-08-03,119.71,126.65,116.02,121.68,5050527,0.0,0.0
2015-08-04,120.26,124.37,116.98,122.3,2900133,0.0,0.0
2015-08-05,123.04,127.71,122.76,123.08,4978963,0.0,0.0
2015-08-06,121.53,123.41,118.99,121.38,2452306,0.0,0.0
2015-08-07,127.28,129.58,120.9,125.97,2385099,0.0,0.0
2015-08-10,126.52,128.18,125.52,127.23,4676100,0.0,0.0
2015-08-11,121.95,128.49,123.91,124.26,4527195,0.0,0.0
2015-08-12,126.67,130.35,124.74,125.96,3338453,0.0,0.0
2015-08-13,122.56,129.04,118.03,123.56,3069943,0.0,0.0
2015-08-14,126.44,128.15,124.06,125.57,8434582,0.0,0.0
2015-08-17,128.01,132.87,123.25,128.54,2406852,0.0,0.0
2015-08-18,127.36,131.17,124.22,126.5,3435795,0.0,0.0
2015-08-19,127.22,129.52,122.6,129.0,9895788,0.0,0.0
2015-08-20,130.96,136.49,124.96,130.13,6200263,0.0,0.0
2015-08-21,132.16,138.06,130.42,132.33,6574509,0.0,0.0
2015-08-24,136.49,140.24,134.48,137.42,6078086,0.0,0.0
2015-08-25,139.19,142.63,135.43,136.81,7201788,0.0,0.0
2015-08-26,136.33,140.37,131.07,134.82,1145803,0.0,0.0
2015-08-27,134.55,137.91,132.22,132.49,9927664,0.0,0.0
2015-08-28,131.78,132.31,129.02,130.39,3277237,0.0,0.0
2015-08-31,128.31,135.89,129.59,130.26,9812363,0.0,0.0
2015-09-01,130.29,135.63,125.65,131.21,7088353,0.0,0.0
2015-09-02,132.97,135.92,128.02,132.0,6178232,0.0,0.0
2015-09-03,135.69,137.13,132.4,134.25,3036451,0.0,0.0
2015-09-04,135.03,139.01,132.79,134.35,7723704,0.0,0.0
2015-09-07,136.29,139.84,137.91,138.33,6453972,0.0,0.0
2015-09-08,138.95,143.51,137.35,137.66,4071867,0.0,0.0
2015-09-09,144.25,148.7,138.48,145.22,5188032,0.0,0.0
2015-09-10,145.69,147.21,146.51,147.11,1250670,0.0,0.0
2015-09-11,144.94,149.23,141.58,144.66,2571824,0.0,0.0
2015-09-14,144.27,143.73,136.94,141.64,1453750,0.0,0.0
2015-09-15,143.44,149.44,138.95,143.08,5502506,0.0,0.0
2015-09-16,143.08,143.0,141.87,142.51,4068627,0.0,0.0
2015-09-17,142.55,151.25,141.67,144.61,7432469,0.0,0.0
2015-09-18,147.21,148.2,142.22,146.05,9102377,0.0,0.0
2015-09-21,146.96,151.69,140.98,145.91,9513321,0.0,0.0
2015-09-22,142.21,145.64,143.51,143.52,2961022,0.0,0.0
2015-09-23,139.76,143.85,134.83,139.24,1146190,0.0,0.0
2015-09-24,138.98,143.1,135.83,138.07,6009205,0.0,0.0
2015-09-25,138.22,142.91,139.55,140.5,8483664,0.0,0.0
2015-09-28,138.93,147.65,136.59,141.17,4618244,0.0,0.0
2015-09-29,135.62,142.74,132.36,137.73,1000276,0.0,0.0
2015-09-30,136.91,143.19,135.81,138.27,1116077,0.0,0.0
2015-10-01,141.96,143.17,133.47,139.41,6091704,0.0,0.0
2015-10-02,137.28,140.54,136.43,137.01,4419811,0.0,0.0
2015-10-05,136.07,141.68,134.83,137.5,1854687,0.0,0.0
2015-10-06,135.95,139.9,137.06,137.73,9886025,0.0,0.0
2015-10-07,136.66,137.64,131.07,134.65,9960120,0.0,0.0
2015-10-08,134.74,139.63,130.17,135.68,3751695,0.0,0.0
2015-10-09,138.27,140.03,132.65,137.27,3837154,0.0,0.0
2015-10-12,138.23,141.25,135.88,140.31,6206432,0.0,0.0
2015-10-13,144.79,148.31,138.32,143.34,8855734,0.0,0.0
2015-10-14,140.13,142.95,134.37,139.46,2679759,0.0,0.0
2015-10-15,136.6,137.09,134.97,136.92,6553953,0.0,0.0
2015-10-16,136.32,144.28,137.04,138.4,9671319,0.0,0.0
2015-10-19,140.37,140.64,136.54,139.89,5872369,0.0,0.0
2015-10-20,139.17,142.01,140.99,141.4,6270289,0.0,0.0
2015-10-21,153.2,156.51,150.58,152.36,8380607,0.0,0.0
2015-10-22,155.35,154.5,150.34,154.18,3270807,0.0,0.0
2015-10-23,160.27,160.19,152.92,157.76,8289319,0.0,0.0
2015-10-26,159.98,165.54,154.97,160.85,6768689,0.0,0.0
2015-10-27,164.34,166.82,161.47,163.02,6008181,0.0,0.0
2015-10-28,158.97,164.98,154.69,162.08,3841958,0.0,0.0
2015-10-29,165.95,165.09,158.31,164.62,3982169,0.0,0.0
2015-10-30,163.82,167.63,158.95,162.16,5087652,0.0,0.0
2015-11-02,159.86,164.8,153.92,161.47,2084026,0.0,0.0
2015-11-03,159.2,164.66,152.23,159.98,1558330,0.0,0.0
2015-11-04,158.16,163.04,156.27,160.32,6922919,0.0,0.0
2015-11-05,166.85,176.2,164.04,167.83,4606337,0.0,0.0
2015-11-06,161.09,162.57,154.5,161.64,4485469,0.0,0.0
2015-11-09,164.91,169.35,160.32,163.94,1553016,0.0,0.0
2015-11-10,159.68,165.19,151.27,158.74,9591093,0.0,0.0
2015-11-11,157.96,158.51,153.56,157.32,6235629,0.0,0.0
2015-11-12,158.42,164.05,158.1,160.82,4525682,0.0,0.0
2015-11-13,159.23,162.42,155.19,161.11,1527087,0.0,0.0
2015-11-16,160.06,162.07,153.02,157.72,6192834,0.0,0.0
2015-11-17,155.79,158.23,149.29,155.54,1713522,0.0,0.0
2015-11-18,157.08,162.19,150.57,157.73,3666932,0.0,0.0
2015-11-19,155.09,156.62,154.33,155.51,6361118,0.0,0.0
2015-11-20,157.85,156.89,148.92,156.26,6279615,0.0,0.0
2015-11-23,156.33,162.96,155.85,156.48,6670838,0.0,0.0
2015-11-24,153.14,160.92,148.46,154.52,9467921,0.0,0.0
2015-11-25,164.26,162.22,154.16,161.22,2594381,0.0,0.0
2015-11-26,162.73,169.24,163.01,163.34,5646549,0.0,0.0
2015-11-27,157.89,161.36,149.47,156.81,5331501,0.0,0.0
2015-11-30,154.46,163.85,149.99,157.47,9842691,0.0,0.0
2015-12-01,154.1,156.14,149.14,155.47,2189616,0.0,0.0
2015-12-02,157.44,161.67,153.1,158.2,1491088,0.0,0.0
2015-12-03,155.04,160.44,148.74,155.77,2946994,0.0,0.0
2015-12-04,157.48,158.93,155.11,155.49,8437067,0.0,0.0
2015-12-07,159.02,161.76,154.36,157.14,5992183,0.0,0.0
2015-12-08,161.75,166.54,154.89,159.94,6387066,0.0,0.0
2015-12-09,156.43,159.41,148.7,156.18,6445805,0.0,0.0
2015-12-10,155.65,156.92,150.35,155.21,2663545,0.0,0.0
2015-12-11,155.43,154.27,149.16,153.81,5710612,0.0,0.0
2015-12-14,149.33,153.6,146.82,151.88,4976503,0.0,0.0
2015-12-15,155.44,158.6,155.87,157.32,4480363,0.0,0.0
2015-12-16,158.75,159.08,155.51,158.67,5349648,0.0,0.0
2015-12-17,152.55,157.71,148.26,154.75,5551270,0.0,0.0
2015-12-18,158.13,158.16,157.11,157.67,6094165,0.0,0.0
2015-12-21,167.46,171.66,159.85,164.44,1438253,0.0,0.0
2015-12-22,165.8,168.74,167.55,167.92,5871430,0.0,0.0
2015-12-23,165.8,168.16,162.53,162.9,8579488,0.0,0.0
2015-12-24,159.27,163.79,160.78,161.4,2142499,0.0,0.0
2015-12-25,163.89,166.59,161.28,165.57,4223257,0.0,0.0
2015-12-28,166.24,171.39,157.72,163.31,2283008,0.0,0.0
2015-12-29,162.05,167.99,160.27,164.84,1037686,0.0,0.0
2015-12-30,166.88,173.09,162.1,167.48,5406796,0.0,0.0
2015-12-31,163.37,167.87,164.26,164.46,2593740,0.0,0.0
2016-01-01,165.0,165.15,156.48,164.34,7557906,0.0,0.0
2016-01-04,152.15,156.2,150.75,153.77,1872691,0.0,0.0
2016-01-05,151.77,152.05,144.69,150.7,5922359,0.0,0.0
2016-01-06,147.45,153.58,143.09,150.01,3525407,0.0,0.0
2016-01-07,149.23,148.9,140.62,146.34,3166034,0.0,0.0
2016-01-08,149.53,157.8,144.92,151.19,4593993,0.0,0.0
2016-01-11,145.07,149.96,139.76,146.95,8192421,0.0,0.0
2016-01-12,145.26,148.16,140.4,145.73,6205237,0.0,0.0
2016-01-13,148.32,152.27,140.3,146.18,1536555,0.0,0.0
2016-01-14,149.96,155.67,149.41,150.47,5937295,0.0,0.0
2016-01-15,149.13,149.17,142.42,146.22,2216955,0.0,0.0
2016-01-18,147.5,154.75,146.73,149.7,2428630,0.0,0.0
2016-01-19,152.24,156.91,143.21,149.8,9923794,0.0,0.0
2016-01-20,147.93,148.47,144.32,146.94,5354222,0.0,0.0
2016-01-21,148.92,151.47,145.71,148.37,6180340,0.0,0.0
2016-01-22,149.35,150.23,145.52,149.03,6132582,0.0,0.0
2016-01-25,144.52,148.86,141.85,147.32,4193486,0.0,0.0
2016-01-26,146.19,153.35,143.44,147.6,7254578,0.0,0.0
2016-01-27,147.91,150.69,140.7,146.53,6490971,0.0,0.0
2016-01-28,145.54,150.53,145.96,146.94,4771895,0.0,0.0
2016-01-29,147.7,153.42,145.13,148.96,1058179,0.0,0.0
2016-02-01,155.2,157.57,151.56,153.76,1215516,0.0,0.0
2016-02-02,148.07,154.42,142.97,150.03,5244845,0.0,0.0
2016-02-03,156.82,157.22,151.61,156.5,4666289,0.0,0.0
2016-02-04,148.64,154.39,143.73,150.47,1203080,0.0,0.0
2016-02-05,152.44,156.56,145.76,150.09,6372507,0.0,0.0
2016-02-08,153.45,158.09,148.67,151.93,9217373,0.0,0.0
2016-02-09,151.45,157.23,151.48,152.86,2787801,0.0,0.0
2016-02-10,151.37,152.9,148.72,151.03,6291924,0.0,0.0
2016-02-11,147.96,153.69,145.85,150.48,1790094,0.0,0.0
2016-02-12,147.37,150.35,145.21,149.07,3549559,0.0,0.0
2016-02-15,144.52,150.34,141.41,147.39,6844409,0.0,0.0
2016-02-16,152.56,154.98,143.98,149.97,1181240,0.0,0.0
2016-02-17,150.86,152.28,144.42,151.11,6081315,0.0,0.0
2016-02-18,151.67,154.04,144.03,149.09,9972544,0.0,0.0
2016-02-19,154.16,157.32,149.67,151.85,1442988,0.0,0.0
2016-02-22,151.37,154.63,146.0,152.86,2985859,0.0,0.0
2016-02-23,155.42,156.5,148.75,155.42,7074038,0.0,0.0
2016-02-24,159.09,159.34,151.49,157.46,3813382,0.0,0.0
2016-02-25,157.88,158.11,153.3,154.93,6810423,0.0,0.0
2016-02-26,155.0,160.43,150.94,153.27,7892727,0.0,0.0
2016-02-29,154.97,161.02,148.12,155.63,2176455,0.0,0.0
2016-03-01,158.09,162.91,151.86,157.61,2861361,0.0,0.0
2016-03-02,157.17,161.6,155.16,157.63,6806967,0.0,0.0
2016-03-03,157.48,163.96,156.24,158.07,3422454,0.0,0.0
2016-03-04,164.85,163.8,155.84,162.19,4332089,0.0,0.0
2016-03-07,162.57,166.38,153.16,160.35,2645320,0.0,0.0
2016-03-08,161.15,169.94,159.13,162.19,1561881,0.0,0.0
2016-03-09,159.99,165.54,160.73,161.61,3852483,0.0,0.0
2016-03-10,159.72,167.5,153.94,160.99,8728283,0.0,0.0
2016-03-11,162.28,171.67,158.32,164.61,7212905,0.0,0.0
2016-03-14,166.28,175.32,161.7,167.41,5505213,0.0,0.0
2016-03-15,167.63,175.71,165.87,170.22,3808576,0.0,0.0
2016-03-16,172.21,181.76,167.22,174.75,9571480,0.0,0.0
2016-03-17,176.67,177.78,169.12,174.91,8307516,0.0,0.0
2016-03-18,179.92,185.77,174.6,177.38,2185182,0.0,0.0
2016-03-21,177.62,182.59,169.83,176.37,3270832,0.0,0.0
2016-03-22,174.43,185.35,176.1,177.6,7457184,0.0,0.0
2016-03-23,176.4,181.44,169.7,177.23,2514507,0.0,0.0
2016-03-24,175.45,185.09,172.78,177.66,7483455,0.0,0.0
2016-03-25,179.58,184.46,174.43,179.86,8458380,0.0,0.0
2016-03-28,174.22,184.35,170.73,177.01,8549684,0.0,0.0
2016-03-29,183.49,190.7,178.07,184.5,8913516,0.0,0.0
2016-03-30,180.22,187.45,179.87,180.88,8977423,0.0,0.0
2016-03-31,177.85,177.0,168.09,176.58,6682383,0.0,0.0
2016-04-01,183.96,183.21,178.51,180.76,3684452,0.0,0.0
2016-04-04,181.06,190.84,180.1,183.71,1096437,0.0,0.0
2016-04-05,185.12,191.16,177.02,186.1,4214731,0.0,0.0
2016-04-06,188.08,191.77,183.62,188.53,8919231,0.0,0.0
2016-04-07,185.85,193.34,183.79,188.58,9844655,0.0,0.0
2016-04-08,186.5,187.6,184.61,185.29,6358297,0.0,0.0
2016-04-11,187.78,189.52,181.74,185.66,2761413,0.0,0.0
2016-04-12,182.65,190.76,177.3,183.24,5122257,0.0,0.0
2016-04-13,187.0,189.3,179.88,186.91,3887690,0.0,0.0
2016-04-14,185.97,192.01,177.17,186.45,9286222,0.0,0.0
2016-04-15,181.29,186.63,182.96,183.46,4768256,0.0,0.0
2016-04-18,185.4,184.38,182.37,182.38,8594914,0.0,0.0
2016-04-19,181.18,190.8,182.43,183.97,1608442,0.0,0.0
2016-04-20,181.49,188.58,173.54,181.99,2072266,0.0,0.0
2016-04-21,178.19,183.68,175.97,179.09,6591975,0.0,0.0
2016-04-22,176.71,186.52,179.06,180.05,9948972,0.0,0.0
2016-04-25,178.78,183.13,180.54,181.02,1350620,0.0,0.0
2016-04-26,178.14,182.79,172.09,179.28,4997650,0.0,0.0
2016-04-27,180.25,183.68,173.16,177.68,8794321,0.0,0.0
2016-04-28,178.31,178.68,171.65,178.59,9899564,0.0,0.0
2016-04-29,175.28,177.7,164.95,173.51,3237443,0.0,0.0
2016-05-02,171.13,173.26,160.34,168.71,1876302,0.0,0.0
2016-05-03,163.09,172.25,163.5,166.37,4631328,0.0,0.0
2016-05-04,164.67,167.69,158.96,165.75,8447713,0.0,0.0
2016-05-05,165.13,166.87,164.29,166.86,3102106,0.0,0.0
2016-05-06,172.25,172.45,170.26,171.87,3622249,0.0,0.0
2016-05-09,177.53,178.55,171.61,174.9,9147690,0.0,0.0
2016-05-10,171.69,178.73,171.55,174.43,9580625,0.0,0.0
2016-05-11,173.04,174.98,171.85,174.45,3883611,0.0,0.0
2016-05-12,168.46,172.44,164.34,171.04,6714159,0.0,0.0
2016-05-13,173.86,172.12,170.46,171.06,2711158,0.0,0.0
2016-05-16,167.29,177.15,165.53,170.16,9599033,0.0,0.0
2016-05-17,169.07,173.46,163.98,171.34,8685485,0.0,0.0
2016-05-18,170.41,168.71,164.28,168.59,9413159,0.0,0.0
2016-05-19,173.08,178.18,163.44,170.43,2792977,0.0,0.0
2016-05-20,174.87,178.24,173.2,175.74,4539886,0.0,0.0
2016-05-23,176.79,180.22,174.04,175.44,2508098,0.0,0.0
2016-05-24,179.04,179.69,172.49,176.94,7655223,0.0,0.0
2016-05-25,179.81,185.27,178.07,179.47,1787018,0.0,0.0
2016-05-26,174.84,181.48,174.44,178.12,3465892,0.0,0.0
2016-05-27,177.95,187.56,170.47,179.01,1387900,0.0,0.0
2016-05-30,182.35,180.75,175.63,179.14,2270791,0.0,0.0
2016-05-31,183.04,186.44,178.61,179.58,4434548,0.0,0.0
2016-06-01,177.8,183.75,173.87,176.9,2728144,0.0,0.0
2016-06-02,180.03,178.37,168.77,177.07,8987220,0.0,0.0
2016-06-03,175.84,184.52,171.69,178.92,4013101,0.0,0.0
2016-06-06,183.15,187.1,178.35,184.21,2336561,0.0,0.0
2016-06-07,186.95,193.43,180.18,187.83,2190418,0.0,0.0
2016-06-08,194.45,197.94,193.69,196.02,6785155,0.0,0.0
2016-06-09,192.04,198.91,186.38,193.11,8415978,0.0,0.0
2016-06-10,198.94,198.58,191.96,196.57,2621427,0.0,0.0
2016-06-13,196.15,198.47,188.67,197.39,7154831,0.0,0.0
2016-06-14,204.62,206.39,199.02,206.13,1501667,0.0,0.0
2016-06-15,201.99,209.09,200.46,202.9,1725227,0.0,0.0
2016-06-16,196.32,201.07,196.62,199.6,9197436,0.0,0.0
2016-06-17,194.33,197.36,192.53,197.31,3769111,0.0,0.0
2016-06-20,192.54,197.78,187.49,189.02,2852149,0.0,0.0
2016-06-21,190.01,194.07,182.01,187.13,5985939,0.0,0.0
2016-06-22,181.92,189.31,182.58,184.38,9248402,0.0,0.0
2016-06-23,186.95,188.06,181.59,185.03,4049411,0.0,0.0
2016-06-24,187.11,195.26,179.51,186.39,8928056,0.0,0.0
2016-06-27,193.2,193.95,190.99,193.47,3042806,0.0,0.0
2016-06-28,196.65,204.58,188.18,197.25,4079193,0.0,0.0
2016-06-29,194.98,204.45,190.73,195.07,4164848,0.0,0.0
2016-06-30,193.67,200.38,186.21,191.66,8306260,0.0,0.0
2016-07-01,196.34,196.95,189.45,193.64,4269298,0.0,0.0
2016-07-04,189.56,196.12,179.75,188.63,7674645,0.0,0.0
2016-07-05,194.81,203.51,187.37,195.63,1461371,0.0,0.0
2016-07-06,199.95,204.37,193.59,200.34,7740668,0.0,0.0
2016-07-07,196.07,202.11,192.26,198.56,7744324,0.0,0.0
2016-07-08,190.26,197.1,189.9,191.86,7737478,0.0,0.0
2016-07-11,200.84,201.91,195.02,197.15,7436125,0.0,0.0
