Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-09,25.49,25.8,24.72,25.37,9195451,0.0,0.0
2015-04-10,25.69,26.83,25.51,26.16,1314203,0.0,0.0
2015-04-13,26.51,26.88,25.58,26.16,2446116,0.0,0.0
2015-04-14,26.7,27.02,26.38,26.99,1446529,0.0,0.0
2015-04-15,25.7,26.51,25.44,25.59,3529447,0.0,0.0
2015-04-16,26.33,26.25,25.53,26.02,4528842,0.0,0.0
2015-04-17,26.36,27.06,25.92,26.08,3132399,0.0,0.0
2015-04-20,26.38,26.81,25.2,25.94,4485902,0.0,0.0
2015-04-21,26.34,26.08,25.97,26.0,5722620,0.0,0.0
2015-04-22,24.82,25.94,24.68,24.98,1270934,0.0,0.0
2015-04-23,25.31,26.08,24.05,24.88,3389467,0.0,0.0
2015-04-24,24.89,25.84,24.22,25.07,8632983,0.0,0.0
2015-04-27,26.07,27.05,24.68,25.82,3497182,0.0,0.0
2015-04-28,25.07,25.93,24.34,25.57,7444449,0.0,0.0
2015-04-29,25.66,26.06,24.38,25.17,3806914,0.0,0.0
2015-04-30,24.87,25.35,24.83,24.93,3349436,0.0,0.0
2015-05-01,25.84,25.83,24.34,25.4,2671597,0.0,0.0
2015-05-04,25.13,26.05,24.39,25.58,1831244,0.0,0.0
2015-05-05,24.96,25.52,24.56,25.32,9712687,0.0,0.0
2015-05-06,25.33,26.16,24.95,25.59,5238642,0.0,0.0
2015-05-07,25.91,26.5,24.69,25.65,6201020,0.0,0.0
2015-05-08,26.43,27.35,25.09,26.16,1500449,0.0,0.0
2015-05-11,25.98,25.82,25.53,25.81,4700777,0.0,0.0
2015-05-12,26.06,26.17,24.52,25.65,9182577,0.0,0.0
2015-05-13,25.23,25.86,24.58,25.46,2715488,0.0,0.0
2015-05-14,24.66,24.96,24.31,24.73,8478542,0.0,0.0
2015-05-15,24.92,25.04,23.98,24.89,3591508,0.0,0.0
2015-05-18,25.13,25.65,24.66,25.03,4904595,0.0,0.0
2015-05-19,25.09,25.25,24.9,25.05,9121717,0.0,0.0
2015-05-20,25.1,25.37,24.03,24.94,9383994,0.0,0.0
2015-05-21,24.4,25.24,23.56,24.25,9085478,0.0,0.0
2015-05-22,23.59,24.54,23.66,24.06,8438959,0.0,0.0
2015-05-25,23.98,24.86,23.78,23.9,5175835,0.0,0.0
2015-05-26,23.26,23.67,22.38,23.53,1605107,0.0,0.0
2015-05-27,23.03,24.17,22.6,23.47,6928458,0.0,0.0
2015-05-28,23.36,24.3,23.55,23.67,6111768,0.0,0.0
2015-05-29,24.89,24.94,23.42,24.57,9852104,0.0,0.0
2015-06-01,24.6,24.99,23.48,24.67,4127669,0.0,0.0
2015-06-02,25.0,24.87,24.75,24.81,5121360,0.0,0.0
2015-06-03,24.54,25.07,24.03,24.79,6198685,0.0,0.0
2015-06-04,24.15,24.28,22.87,23.85,5296153,0.0,0.0
2015-06-05,24.14,24.27,23.42,23.85,3953615,0.0,0.0
2015-06-08,23.86,24.14,23.79,23.89,5339188,0.0,0.0
2015-06-09,24.96,26.13,24.8,25.08,8275651,0.0,0.0
2015-06-10,24.95,26.02,24.51,24.99,3729573,0.0,0.0
2015-06-11,25.59,26.33,25.01,25.16,7154798,0.0,0.0
2015-06-12,25.13,25.82,25.11,25.15,4669732,0.0,0.0
2015-06-15,25.04,24.77,23.77,24.58,6059699,0.0,0.0
2015-06-16,25.07,26.05,25.06,25.15,2047226,0.0,0.0
2015-06-17,25.71,26.32,24.34,25.54,1691227,0.0,0.0
2015-06-18,25.86,26.42,25.24,25.96,8502796,0.0,0.0
2015-06-19,25.37,26.54,24.72,25.5,3298027,0.0,0.0
2015-06-22,26.14,26.37,25.76,26.23,7082406,0.0,0.0
2015-06-23,25.4,26.34,25.42,25.51,2636009,0.0,0.0
2015-06-24,25.34,26.02,24.75,25.82,4772645,0.0,0.0
2015-06-25,27.02,27.19,25.78,26.96,3082425,0.0,0.0
2015-06-26,26.92,27.1,25.47,26.44,2984014,0.0,0.0
2015-06-29,26.59,27.31,24.93,26.15,6718729,0.0,0.0
2015-06-30,26.48,27.05,25.69,26.22,5781646,0.0,0.0
2015-07-01,26.21,26.85,25.41,25.97,8420243,0.0,0.0
2015-07-02,25.22,25.36,24.13,25.18,8601993,0.0,0.0
2015-07-03,25.64,25.77,24.75,25.22,3260523,0.0,0.0
2015-07-06,24.71,25.74,24.1,24.7,3776214,0.0,0.0
2015-07-07,24.49,25.66,24.54,24.95,3447987,0.0,0.0
2015-07-08,24.96,24.51,23.3,24.5,4556397,0.0,0.0
2015-07-09,25.44,26.19,24.83,25.27,8248870,0.0,0.0
2015-07-10,25.17,26.07,24.39,24.89,3393356,0.0,0.0
2015-07-13,24.84,25.97,24.71,24.74,6935553,0.0,0.0
2015-07-14,25.6,26.02,25.0,25.16,2630649,0.0,0.0
2015-07-15,24.36,25.31,24.28,24.55,5918126,0.0,0.0
2015-07-16,24.35,25.19,24.48,24.67,4763303,0.0,0.0
2015-07-17,24.91,26.29,24.19,25.33,4537935,0.0,0.0
2015-07-20,24.69,24.65,24.51,24.53,6422044,0.0,0.0
2015-07-21,24.16,24.83,24.34,24.63,8514524,0.0,0.0
2015-07-22,24.51,25.98,24.6,24.77,8815685,0.0,0.0
2015-07-23,24.72,26.34,24.64,25.17,1354526,0.0,0.0
2015-07-24,24.1,25.27,24.08,24.56,6249271,0.0,0.0
2015-07-27,23.74,23.94,22.98,23.92,1362322,0.0,0.0
2015-07-28,24.64,24.9,23.71,24.19,5897787,0.0,0.0
2015-07-29,24.12,24.68,23.48,24.34,9138189,0.0,0.0
2015-07-30,24.04,24.94,23.8,24.48,4835091,0.0,0.0
2015-07-31,24.39,25.68,23.66,24.66,3034711,0.0,0.0
2015-08-03,23.94,25.33,23.2,24.34,5050527,0.0,0.0
2015-08-04,24.05,24.87,23.4,24.46,2900133,0.0,0.0
2015-08-05,24.61,25.54,24.55,24.62,4978963,0.0,0.0
2015-08-06,24.31,24.68,23.8,24.28,2452306,0.0,0.0
2015-08-07,25.46,25.92,24.18,25.19,2385099,0.0,0.0
2015-08-10,25.3,25.64,25.1,25.45,4676100,0.0,0.0
2015-08-11,24.39,25.7,24.78,24.85,4527195,0.0,0.0
2015-08-12,25.33,26.07,24.95,25.19,3338453,0.0,0.0
2015-08-13,24.51,25.81,23.61,24.71,3069943,0.0,0.0
2015-08-14,25.29,25.63,24.81,25.11,8434582,0.0,0.0
2015-08-17,25.6,26.57,24.65,25.71,2406852,0.0,0.0
2015-08-18,25.47,26.23,24.84,25.3,3435795,0.0,0.0
2015-08-19,25.44,25.9,24.52,25.8,9895788,0.0,0.0
2015-08-20,26.19,27.3,24.99,26.03,6200263,0.0,0.0
2015-08-21,26.43,27.61,26.08,26.47,6574509,0.0,0.0
2015-08-24,27.3,28.05,26.9,27.48,6078086,0.0,0.0
2015-08-25,27.84,28.53,27.09,27.36,7201788,0.0,0.0
2015-08-26,27.27,28.07,26.21,26.96,1145803,0.0,0.0
2015-08-27,26.91,27.58,26.44,26.5,9927664,0.0,0.0
2015-08-28,26.36,26.46,25.8,26.08,3277237,0.0,0.0
2015-08-31,25.66,27.18,25.92,26.05,9812363,0.0,0.0
2015-09-01,26.06,27.13,25.13,26.24,7088353,0.0,0.0
2015-09-02,26.59,27.18,25.6,26.4,6178232,0.0,0.0
2015-09-03,27.14,27.43,26.48,26.85,3036451,0.0,0.0
2015-09-04,27.01,27.8,26.56,26.87,7723704,0.0,0.0
2015-09-07,27.26,27.97,27.58,27.67,6453972,0.0,0.0
2015-09-08,27.79,28.7,27.47,27.53,4071867,0.0,0.0
2015-09-09,28.85,29.74,27.7,29.04,5188032,0.0,0.0
2015-09-10,29.14,29.44,29.3,29.42,1250670,0.0,0.0
2015-09-11,28.99,29.85,28.32,28.93,2571824,0.0,0.0
2015-09-14,28.85,28.75,27.39,28.33,1453750,0.0,0.0
2015-09-15,28.69,29.89,27.79,28.62,5502506,0.0,0.0
2015-09-16,28.62,28.6,28.37,28.5,4068627,0.0,0.0
2015-09-17,28.51,30.25,28.33,28.92,7432469,0.0,0.0
2015-09-18,29.44,29.64,28.44,29.21,9102377,0.0,0.0
2015-09-21,29.39,30.34,28.2,29.18,9513321,0.0,0.0
2015-09-22,28.44,29.13,28.7,28.7,2961022,0.0,0.0
2015-09-23,27.95,28.77,26.97,27.85,1146190,0.0,0.0
2015-09-24,27.8,28.62,27.17,27.61,6009205,0.0,0.0
2015-09-25,27.64,28.58,27.91,28.1,8483664,0.0,0.0
2015-09-28,27.79,29.53,27.32,28.23,4618244,0.0,0.0
2015-09-29,27.12,28.55,26.47,27.55,1000276,0.0,0.0
2015-09-30,27.38,28.64,27.16,27.65,1116077,0.0,0.0
2015-10-01,28.39,28.63,26.69,27.88,6091704,0.0,0.0
2015-10-02,27.46,28.11,27.29,27.4,4419811,0.0,0.0
2015-10-05,27.21,28.34,26.97,27.5,1854687,0.0,0.0
2015-10-06,27.19,27.98,27.41,27.55,9886025,0.0,0.0
2015-10-07,27.33,27.53,26.21,26.93,9960120,0.0,0.0
2015-10-08,26.95,27.93,26.03,27.14,3751695,0.0,0.0
2015-10-09,27.65,28.01,26.53,27.45,3837154,0.0,0.0
2015-10-12,27.65,28.25,27.18,28.06,6206432,0.0,0.0
2015-10-13,28.96,29.66,27.66,28.67,8855734,0.0,0.0
2015-10-14,28.03,28.59,26.87,27.89,2679759,0.0,0.0
2015-10-15,27.32,27.42,26.99,27.38,6553953,0.0,0.0
2015-10-16,27.26,28.86,27.41,27.68,9671319,0.0,0.0
2015-10-19,28.07,28.13,27.31,27.98,5872369,0.0,0.0
2015-10-20,27.83,28.4,28.2,28.28,6270289,0.0,0.0
2015-10-21,30.64,31.3,30.12,30.47,8380607,0.0,0.0
2015-10-22,31.07,30.9,30.07,30.84,3270807,0.0,0.0
2015-10-23,32.05,32.04,30.58,31.55,8289319,0.0,0.0
2015-10-26,32.0,33.11,30.99,32.17,6768689,0.0,0.0
2015-10-27,32.87,33.36,32.29,32.6,6008181,0.0,0.0
2015-10-28,31.79,33.0,30.94,32.42,3841958,0.0,0.0
2015-10-29,33.19,33.02,31.66,32.92,3982169,0.0,0.0
2015-10-30,32.76,33.53,31.79,32.43,5087652,0.0,0.0
2015-11-02,31.97,32.96,30.78,32.29,2084026,0.0,0.0
2015-11-03,31.84,32.93,30.45,32.0,1558330,0.0,0.0
2015-11-04,31.63,32.61,31.25,32.06,6922919,0.0,0.0
2015-11-05,33.37,35.24,32.81,33.57,4606337,0.0,0.0
2015-11-06,32.22,32.51,30.9,32.33,4485469,0.0,0.0
2015-11-09,32.98,33.87,32.06,32.79,1553016,0.0,0.0
2015-11-10,31.94,33.04,30.25,31.75,9591093,0.0,0.0
2015-11-11,31.59,31.7,30.71,31.46,6235629,0.0,0.0
2015-11-12,31.68,32.81,31.62,32.16,4525682,0.0,0.0
2015-11-13,31.85,32.48,31.04,32.22,1527087,0.0,0.0
2015-11-16,32.01,32.41,30.6,31.54,6192834,0.0,0.0
2015-11-17,31.16,31.65,29.86,31.11,1713522,0.0,0.0
2015-11-18,31.42,32.44,30.11,31.55,3666932,0.0,0.0
2015-11-19,31.02,31.32,30.87,31.1,6361118,0.0,0.0
2015-11-20,31.57,31.38,29.78,31.25,6279615,0.0,0.0
2015-11-23,31.27,32.59,31.17,31.3,6670838,0.0,0.0
2015-11-24,30.63,32.18,29.69,30.9,9467921,0.0,0.0
2015-11-25,32.85,32.44,30.83,32.24,2594381,0.0,0.0
2015-11-26,32.55,33.85,32.6,32.67,5646549,0.0,0.0
2015-11-27,31.58,32.27,29.89,31.36,5331501,0.0,0.0
2015-11-30,30.89,32.77,30.0,31.49,9842691,0.0,0.0
2015-12-01,30.82,31.23,29.83,31.09,2189616,0.0,0.0
2015-12-02,31.49,32.33,30.62,31.64,1491088,0.0,0.0
2015-12-03,31.01,32.09,29.75,31.15,2946994,0.0,0.0
2015-12-04,31.5,31.79,31.02,31.1,8437067,0.0,0.0
2015-12-07,31.8,32.35,30.87,31.43,5992183,0.0,0.0
2015-12-08,32.35,33.31,30.98,31.99,6387066,0.0,0.0
2015-12-09,31.29,31.88,29.74,31.24,6445805,0.0,0.0
2015-12-10,31.13,31.38,30.07,31.04,2663545,0.0,0.0
2015-12-11,31.09,30.85,29.83,30.76,5710612,0.0,0.0
2015-12-14,29.87,30.72,29.36,30.38,4976503,0.0,0.0
2015-12-15,31.09,31.72,31.17,31.46,4480363,0.0,0.0
2015-12-16,31.75,31.82,31.1,31.73,5349648,0.0,0.0
2015-12-17,30.51,31.54,29.65,30.95,5551270,0.0,0.0
2015-12-18,31.63,31.63,31.42,31.53,6094165,0.0,0.0
2015-12-21,33.49,34.33,31.97,32.89,1438253,0.0,0.0
2015-12-22,33.16,33.75,33.51,33.58,5871430,0.0,0.0
2015-12-23,33.16,33.63,32.51,32.58,8579488,0.0,0.0
2015-12-24,31.85,32.76,32.16,32.28,2142499,0.0,0.0
2015-12-25,32.78,33.32,32.26,33.11,4223257,0.0,0.0
2015-12-28,33.25,34.28,31.54,32.66,2283008,0.0,0.0
2015-12-29,32.41,33.6,32.05,32.97,1037686,0.0,0.0
2015-12-30,33.38,34.62,32.42,33.5,5406796,0.0,0.0
2015-12-31,32.67,33.57,32.85,32.89,2593740,0.0,0.0
2016-01-01,33.0,33.03,31.3,32.87,7557906,0.0,0.0
2016-01-04,30.43,31.24,30.15,30.75,1872691,0.0,0.0
2016-01-05,30.35,30.41,28.94,30.14,5922359,0.0,0.0
2016-01-06,29.49,30.72,28.62,30.0,3525407,0.0,0.0
2016-01-07,29.85,29.78,28.12,29.27,3166034,0.0,0.0
2016-01-08,29.91,31.56,28.98,30.24,4593993,0.0,0.0
2016-01-11,29.01,29.99,27.95,29.39,8192421,0.0,0.0
2016-01-12,29.05,29.63,28.08,29.15,6205237,0.0,0.0
2016-01-13,29.66,30.45,28.06,29.24,1536555,0.0,0.0
2016-01-14,29.99,31.13,29.88,30.09,5937295,0.0,0.0
2016-01-15,29.83,29.83,28.48,29.24,2216955,0.0,0.0
2016-01-18,29.5,30.95,29.35,29.94,2428630,0.0,0.0
2016-01-19,30.45,31.38,28.64,29.96,9923794,0.0,0.0
2016-01-20,29.59,29.69,28.86,29.39,5354222,0.0,0.0
2016-01-21,29.78,30.29,29.14,29.67,6180340,0.0,0.0
2016-01-22,29.87,30.05,29.1,29.81,6132582,0.0,0.0
2016-01-25,28.9,29.77,28.37,29.46,4193486,0.0,0.0
2016-01-26,29.24,30.67,28.69,29.52,7254578,0.0,0.0
2016-01-27,29.58,30.14,28.14,29.31,6490971,0.0,0.0
2016-01-28,29.11,30.11,29.19,29.39,4771895,0.0,0.0
2016-01-29,29.54,30.68,29.03,29.79,1058179,0.0,0.0
2016-02-01,31.04,31.51,30.31,30.75,1215516,0.0,0.0
2016-02-02,29.61,30.88,28.59,30.01,5244845,0.0,0.0
2016-02-03,31.36,31.44,30.32,31.3,4666289,0.0,0.0
2016-02-04,29.73,30.88,28.75,30.09,1203080,0.0,0.0
2016-02-05,30.49,31.31,29.15,30.02,6372507,0.0,0.0
2016-02-08,30.69,31.62,29.73,30.39,9217373,0.0,0.0
2016-02-09,30.29,31.45,30.3,30.57,2787801,0.0,0.0
2016-02-10,30.27,30.58,29.74,30.21,6291924,0.0,0.0
2016-02-11,29.59,30.74,29.17,30.1,1790094,0.0,0.0
2016-02-12,29.47,30.07,29.04,29.81,3549559,0.0,0.0
2016-02-15,28.9,30.07,28.28,29.48,6844409,0.0,0.0
2016-02-16,30.51,31.0,28.8,29.99,1181240,0.0,0.0
2016-02-17,30.17,30.46,28.88,30.22,6081315,0.0,0.0
2016-02-18,30.33,30.81,28.81,29.82,9972544,0.0,0.0
2016-02-19,30.83,31.46,29.93,30.37,1442988,0.0,0.0
2016-02-22,30.27,30.93,29.2,30.57,2985859,0.0,0.0
2016-02-23,31.08,31.3,29.75,31.08,7074038,0.0,0.0
2016-02-24,31.82,31.87,30.3,31.49,3813382,0.0,0.0
2016-02-25,31.58,31.62,30.66,30.99,6810423,0.0,0.0
2016-02-26,31.0,32.09,30.19,30.65,7892727,0.0,0.0
2016-02-29,30.99,32.2,29.62,31.13,2176455,0.0,0.0
2016-03-01,31.62,32.58,30.37,31.52,2861361,0.0,0.0
2016-03-02,31.43,32.32,31.03,31.53,6806967,0.0,0.0
2016-03-03,31.5,32.79,31.25,31.61,3422454,0.0,0.0
2016-03-04,32.97,32.76,31.17,32.44,4332089,0.0,0.0
2016-03-07,32.51,33.28,30.63,32.07,2645320,0.0,0.0
2016-03-08,32.23,33.99,31.83,32.44,1561881,0.0,0.0
2016-03-09,32.0,33.11,32.15,32.32,3852483,0.0,0.0
2016-03-10,31.94,33.5,30.79,32.2,8728283,0.0,0.0
2016-03-11,32.46,34.33,31.66,32.92,7212905,0.0,0.0
2016-03-14,33.26,35.06,32.34,33.48,5505213,0.0,0.0
2016-03-15,33.53,35.14,33.17,34.04,3808576,0.0,0.0
2016-03-16,34.44,36.35,33.44,34.95,9571480,0.0,0.0
2016-03-17,35.33,35.56,33.82,34.98,8307516,0.0,0.0
2016-03-18,35.98,37.15,34.92,35.48,2185182,0.0,0.0
2016-03-21,35.52,36.52,33.97,35.27,3270832,0.0,0.0
2016-03-22,34.89,37.07,35.22,35.52,7457184,0.0,0.0
2016-03-23,35.28,36.29,33.94,35.45,2514507,0.0,0.0
2016-03-24,35.09,37.02,34.56,35.53,7483455,0.0,0.0
2016-03-25,35.92,36.89,34.89,35.97,8458380,0.0,0.0
2016-03-28,34.84,36.87,34.15,35.4,8549684,0.0,0.0
2016-03-29,36.7,38.14,35.61,36.9,8913516,0.0,0.0
2016-03-30,36.04,37.49,35.97,36.18,8977423,0.0,0.0
2016-03-31,35.57,35.4,33.62,35.32,6682383,0.0,0.0
2016-04-01,36.79,36.64,35.7,36.15,3684452,0.0,0.0
2016-04-04,36.21,38.17,36.02,36.74,1096437,0.0,0.0
2016-04-05,37.02,38.23,35.4,37.22,4214731,0.0,0.0
2016-04-06,37.62,38.35,36.72,37.71,8919231,0.0,0.0
2016-04-07,37.17,38.67,36.76,37.72,9844655,0.0,0.0
2016-04-08,37.3,37.52,36.92,37.06,6358297,0.0,0.0
2016-04-11,37.56,37.9,36.35,37.13,2761413,0.0,0.0
2016-04-12,36.53,38.15,35.46,36.65,5122257,0.0,0.0
2016-04-13,37.4,37.86,35.98,37.38,3887690,0.0,0.0
2016-04-14,37.19,38.4,35.43,37.29,9286222,0.0,0.0
2016-04-15,36.26,37.33,36.59,36.69,4768256,0.0,0.0
2016-04-18,37.08,36.88,36.47,36.48,8594914,0.0,0.0
2016-04-19,36.24,38.16,36.49,36.79,1608442,0.0,0.0
2016-04-20,36.3,37.72,34.71,36.4,2072266,0.0,0.0
2016-04-21,35.64,36.74,35.19,35.82,6591975,0.0,0.0
2016-04-22,35.34,37.3,35.81,36.01,9948972,0.0,0.0
2016-04-25,35.76,36.63,36.11,36.2,1350620,0.0,0.0
2016-04-26,35.63,36.56,34.42,35.86,4997650,0.0,0.0
2016-04-27,36.05,36.74,34.63,35.54,8794321,0.0,0.0
2016-04-28,35.66,35.74,34.33,35.72,9899564,0.0,0.0
2016-04-29,35.06,35.54,32.99,34.7,3237443,0.0,0.0
2016-05-02,34.23,34.65,32.07,33.74,1876302,0.0,0.0
2016-05-03,32.62,34.45,32.7,33.27,4631328,0.0,0.0
2016-05-04,32.93,33.54,31.79,33.15,8447713,0.0,0.0
2016-05-05,33.03,33.37,32.86,33.37,3102106,0.0,0.0
2016-05-06,34.45,34.49,34.05,34.37,3622249,0.0,0.0
2016-05-09,35.51,35.71,34.32,34.98,9147690,0.0,0.0
2016-05-10,34.34,35.75,34.31,34.89,9580625,0.0,0.0
2016-05-11,34.61,35.0,34.37,34.89,3883611,0.0,0.0
2016-05-12,33.69,34.49,32.87,34.21,6714159,0.0,0.0
2016-05-13,34.77,34.42,34.09,34.21,2711158,0.0,0.0
2016-05-16,33.46,35.43,33.11,34.03,9599033,0.0,0.0
2016-05-17,33.81,34.69,32.8,34.27,8685485,0.0,0.0
2016-05-18,34.08,33.74,32.86,33.72,9413159,0.0,0.0
2016-05-19,34.62,35.64,32.69,34.09,2792977,0.0,0.0
2016-05-20,34.97,35.65,34.64,35.15,4539886,0.0,0.0
2016-05-23,35.36,36.04,34.81,35.09,2508098,0.0,0.0
2016-05-24,35.81,35.94,34.5,35.39,7655223,0.0,0.0
2016-05-25,35.96,37.05,35.61,35.89,1787018,0.0,0.0
2016-05-26,34.97,36.3,34.89,35.62,3465892,0.0,0.0
2016-05-27,35.59,37.51,34.09,35.8,1387900,0.0,0.0
2016-05-30,36.47,36.15,35.13,35.83,2270791,0.0,0.0
2016-05-31,36.61,37.29,35.72,35.92,4434548,0.0,0.0
2016-06-01,35.56,36.75,34.77,35.38,2728144,0.0,0.0
2016-06-02,36.01,35.67,33.75,35.41,8987220,0.0,0.0
2016-06-03,35.17,36.9,34.34,35.78,4013101,0.0,0.0
2016-06-06,36.63,37.42,35.67,36.84,2336561,0.0,0.0
2016-06-07,37.39,38.69,36.04,37.57,2190418,0.0,0.0
2016-06-08,38.89,39.59,38.74,39.2,6785155,0.0,0.0
2016-06-09,38.41,39.78,37.28,38.62,8415978,0.0,0.0
2016-06-10,39.79,39.72,38.39,39.31,2621427,0.0,0.0
2016-06-13,39.23,39.69,37.73,39.48,7154831,0.0,0.0
2016-06-14,40.92,41.28,39.8,41.23,1501667,0.0,0.0
2016-06-15,40.4,41.82,40.09,40.58,1725227,0.0,0.0
2016-06-16,39.26,40.21,39.32,39.92,9197436,0.0,0.0
2016-06-17,38.87,39.47,38.51,39.46,3769111,0.0,0.0
2016-06-20,38.51,39.56,37.5,37.8,2852149,0.0,0.0
2016-06-21,38.0,38.81,36.4,37.43,5985939,0.0,0.0
2016-06-22,36.38,37.86,36.52,36.88,9248402,0.0,0.0
2016-06-23,37.39,37.61,36.32,37.01,4049411,0.0,0.0
2016-06-24,37.42,39.05,35.9,37.28,8928056,0.0,0.0
2016-06-27,38.64,38.79,38.2,38.69,3042806,0.0,0.0
2016-06-28,39.33,40.92,37.64,39.45,4079193,0.0,0.0
2016-06-29,39.0,40.89,38.15,39.01,4164848,0.0,0.0
2016-06-30,38.73,40.08,37.24,38.33,8306260,0.0,0.0
2016-07-01,39.27,39.39,37.89,38.73,4269298,0.0,0.0
2016-07-04,37.91,39.22,35.95,37.73,7674645,0.0,0.0
2016-07-05,38.96,40.7,37.47,39.13,1461371,0.0,0.0
2016-07-06,39.99,40.87,38.72,40.07,7740668,0.0,0.0
2016-07-07,39.21,40.42,38.45,39.71,7744324,0.0,0.0
2016-07-08,38.05,39.42,37.98,38.37,7737478,0.0,0.0
2016-07-11,40.17,40.38,39.0,39.43,7436125,0.0,0.0
